.\nets\MobileNetV2\
Images: 3999
Arousal average RMSE: 0.30326436
Valence average RMSE: 0.37885539
Average total RMSE: 0.34105987

GT_aro	GT_val	pred_aro	pred_val
0.25396800	-0.92857100	-0.12736887	-1.01174998
0.17909800	-0.46457600	0.09338153	-0.23081122
0.57104100	0.16453700	0.05405336	0.16152485
0.03174600	-0.67750700	-0.15988684	-0.61866510
0.06847870	-0.66666700	0.14057586	-0.34395120
-0.10352000	-0.15988200	0.72267663	-0.29195580
0.15497300	0.01587300	-0.04078296	0.07119555
0.19709900	0.38714700	0.13304573	-0.13024670
-0.34359300	-0.39682500	0.14939675	-0.19880851
0.45005800	-0.73878400	-0.08620665	0.49318823
-0.00765579	-0.74273100	0.04964568	-0.21738318
-0.21286700	0.56620200	0.75175768	-0.03820354
0.38354300	-0.56136300	-0.05239473	-0.59817171
0.04210690	-0.63492100	0.15353800	0.02338733
-0.06847870	-0.19426200	0.12058117	-0.29414859
-0.06349210	-0.27777800	0.43493861	-0.52741218
0.57936500	-0.15873000	0.02659786	0.20600124
0.45973700	0.27937200	0.01906698	0.67913139
0.16201700	-0.07936510	0.47964004	0.35088116
0.00793651	-0.70767200	-0.04107104	0.06247564
0.19132700	-0.38888900	0.05510311	0.56640279
0.15276000	-0.11904800	-0.22910464	-0.71993762
0.09938640	-0.95238100	-0.05563473	-0.53491402
0.51095700	0.15079400	-0.03274685	0.60171807
0.07259000	0.00793651	0.44195208	-0.11191767
0.14222500	0.91269800	0.15636201	0.46247476
-0.00862664	0.00000000	-0.05228215	-0.56152797
0.05555560	-0.12698400	0.43347535	0.44900000
-0.20809100	-0.48814500	0.04742930	-0.65867168
0.15001900	-0.88888900	-0.26213264	-0.58037525
-0.10008400	0.10783300	-0.10748034	-0.14212608
-0.02380950	0.17684600	0.10350689	0.70313108
-0.15079400	-0.85714300	-0.09572093	-0.08092926
0.00793651	-0.17433800	0.48251930	-0.47297502
0.07142860	0.06847870	-0.03373041	-0.36589521
-0.04761900	0.42563300	0.23780796	0.48333535
0.54761900	-0.31878900	-0.15363589	-0.60766119
0.48894600	-0.25646900	-0.03105813	0.15876541
-0.07044240	0.82752600	-0.02537815	0.49144033
0.09057970	-0.26629100	0.04609095	0.59824741
0.00793651	-0.23809500	0.39440453	-0.53712338
0.05555560	0.25396800	-0.11254954	-0.13008200
0.03968250	-0.10822500	-0.02451145	-0.47617954
-0.02592690	0.01587300	-0.17074060	-0.01691516
0.70434700	-0.60769100	0.43803561	-0.56768590
0.13169000	-0.05323270	0.65654200	-0.26076069
0.89682500	0.87301600	0.02509348	0.48973635
0.27918200	-0.23015900	0.31334358	0.31799158
0.40476200	0.80195300	0.01981100	0.53357023
0.11588700	-0.13780400	0.13705602	-0.33442268
0.48814500	-0.07936510	-0.13969347	-0.62375140
0.40033700	0.69202500	0.03415017	0.57465124
0.65814900	-0.86507900	-0.11225388	-0.43103459
0.85861800	-0.12582300	0.23951608	-0.40048227
0.02903600	-0.11111100	0.42438942	-0.20331475
-0.22222200	-0.33875300	0.19406894	-0.34279126
0.12115500	0.25284400	0.34956479	0.10596874
-0.37262900	-0.87301600	-0.22148125	-0.66107464
0.18914100	0.00862664	0.18587793	-0.27790299
0.07562010	0.52381000	0.02733549	0.65915537
-0.05323270	0.00862664	0.35963288	-0.05290563
0.00862664	0.30487800	0.00744119	0.09642911
0.00000000	-0.10067500	0.53198564	-0.20836414
0.14749300	0.87442100	-0.01768251	0.03015803
0.01587300	-0.11904800	0.47638446	-0.00604601
-0.27100300	0.19905100	0.22809418	-0.22178569
0.01587300	0.86697700	0.07121868	0.70236152
-0.24230900	-0.65814900	-0.06028622	-0.13394505
-0.15096600	-0.47619000	-0.12637202	-0.51247805
-0.05555560	-0.00483933	0.06089337	-0.07027873
-0.07128600	-0.20809100	0.10711101	-0.30677682
0.00000000	-0.70585800	-0.01011982	0.06134963
0.34867500	-0.08626640	-0.03227323	0.45444956
0.10317500	-0.72106100	-0.28405488	-0.90230256
0.82174500	-0.28552100	0.11941560	-0.15445507
0.00000000	-0.29365100	0.40819389	-0.38021582
0.09481670	-0.12135900	0.01867736	-0.10336426
0.26897800	-0.68254000	0.32947439	0.77451539
0.00000000	0.83803300	0.18802530	0.45472217
0.08710800	0.83247100	0.17500001	0.63548708
-0.38453400	-0.73219500	0.68760878	-0.18002288
-0.26379900	-0.69686400	0.13387656	-0.69120717
-0.23228800	-0.08710800	0.51786160	-0.35351416
0.18963300	-0.44444400	-0.09343765	-0.00145716
0.16798100	-0.69047600	-0.05791162	0.29526845
0.09952530	-0.05175980	-0.03102464	0.00357115
0.68254000	0.77429300	0.15029043	0.66693443
0.00793651	-0.69202500	-0.00514670	-0.21335432
0.36507900	-0.47619000	0.04098683	0.52833766
0.05741850	0.01587300	-0.19839969	-0.52194703
0.13169000	-0.40033700	-0.12775683	-0.43938223
-0.06349210	-0.08730160	0.46039587	-0.09995407
0.46335900	0.16666700	0.07726452	0.05074662
-0.43721000	0.12077300	-0.10339469	-0.39340010
0.06775070	-0.80158700	-0.09223609	-0.32818004
-0.27560900	0.26616300	0.08278280	-0.06543712
0.17586600	-0.11904800	-0.02681933	-0.00511712
0.00793651	-0.53545400	0.07893641	0.19060214
-0.11061900	-0.09316770	0.33848411	-0.20353332
0.48393300	0.48412700	0.07892781	0.00844201
0.19379800	-0.74620400	-0.22089225	-0.51921260
0.35811100	-0.42857100	-0.01359598	0.12834147
-0.16935600	-0.14445100	0.26491252	0.26652268
-0.42063500	-0.50034500	-0.34664813	-0.83533847
0.69841300	-0.50145500	-0.00547176	-0.21162266
-0.01935730	-0.67266700	0.05025458	0.03956120
0.18978600	-0.20634900	0.07234258	-0.14059055
0.37301600	0.20325200	0.45472842	0.36371109
0.23228800	-0.81746000	-0.19256590	-0.96420622
0.26132400	0.00431332	-0.14985359	-0.26151448
-0.38453400	-0.79013900	0.09062205	-0.16836318
-0.19924300	-0.73557900	0.14712109	-0.44302616
0.23015900	-0.12698400	0.63724697	-0.08245768
0.02988640	-0.71138200	0.07637599	-0.52987796
0.62358300	-0.42102200	0.18343237	-0.40265551
-0.00793651	-0.36778900	0.01865305	-0.37186286
-0.07936510	0.52938700	0.15080012	0.56116593
0.26984100	0.78471900	-0.06928232	0.18030432
0.31455700	0.18547300	0.04348718	-0.11706602
-0.23148100	-0.69013100	-0.14999674	-0.50098664
0.65331000	0.56349200	0.01822099	0.57044804
0.36663200	-0.69841300	0.38285795	-0.05092243
0.02645500	-0.82539700	-0.25558209	-0.85031742
0.11243400	0.75026800	0.37426364	-0.00117010
0.18373900	0.75326600	0.02292543	0.62850881
-0.32538000	-0.39682500	-0.10657047	0.02654514
0.10783300	0.15069300	0.58810705	-0.19101331
0.07273000	-0.52264800	-0.14817488	-0.56221050
0.13169000	-0.60496100	0.00945184	0.10270975
0.18037500	-0.67266700	-0.17412680	-0.28485700
0.80067400	-0.03024800	1.06099010	-0.08998217
0.87968800	-0.35327100	-0.22337770	-0.40990290
0.16906200	0.67750700	-0.09883449	0.12992892
0.64847100	-0.19841300	0.00358085	0.66230601
0.07142860	0.11111100	0.53972614	-0.09231546
0.26616300	-0.42872400	0.33935916	-0.47865579
0.02419670	-0.65331000	0.00284199	-0.60341817
-0.07374630	-0.25648500	-0.02105546	0.57716286
0.01587300	0.75396800	0.11217415	0.63409704
0.13371300	-0.69532200	0.65182889	-0.59212643
-0.12098300	0.51622400	0.06666458	0.65913427
0.01587300	0.02380950	0.00152237	-0.09199753
-0.27777800	-0.80073700	-0.08873215	0.39593527
0.00000000	0.52149200	0.12327060	0.52386397
-0.36507900	-0.63492100	0.14560750	0.22196229
0.39682500	0.77564600	0.05173682	0.62940753
-0.18928100	0.54347800	-0.04909614	0.42622864
-0.01451800	-0.79365100	0.09117639	0.68517613
0.02380950	-0.17460300	-0.17038640	-0.88444489
0.73809500	-0.11954600	0.09649495	-0.04772601
-0.07142860	-0.06291130	-0.13623944	-0.09508827
-0.00793651	-0.46031700	0.23086539	-0.38115072
0.48412700	-0.21428600	0.09165777	0.14255160
0.03871470	0.00793651	-0.03579240	0.43288288
0.34369400	-0.59523800	0.22473210	-0.51862091
0.77960400	-0.30487800	0.04253032	0.67529231
0.45005800	-0.11130500	-0.22790840	-0.59043682
-0.12698400	0.37358000	-0.06062444	-0.24214223
0.24279400	-0.03387530	0.12980989	-0.61156350
0.00483933	-0.81300800	0.02737482	-0.58008301
0.00793651	0.79365100	0.06888192	0.63657200
0.10535200	0.23177400	0.40146744	0.59077328
-0.13492100	-0.65331000	-0.03834848	0.23074478
0.64886300	0.88151400	0.14683005	0.72377348
0.73320700	-0.61459500	-0.03742602	0.54641312
0.21916700	-0.00382790	-0.01699765	-0.01307224
0.80693400	-0.79199000	-0.09438638	-0.67845136
0.05555560	0.85558700	0.17471702	0.68425775
0.46317600	-0.65457000	-0.07255063	0.09273271
0.10162600	0.38477400	-0.02796987	-0.08171082
0.00000000	-0.29365100	-0.05078401	-0.09431086
0.03968250	-0.64223100	0.37886554	-0.19517200
-0.20498300	-0.47775700	-0.16195850	-0.87421584
0.75853300	-0.43650800	0.03366787	-0.04091975
0.00000000	0.56363200	0.62880546	0.37203982
-0.15079400	-0.22260900	-0.00211527	0.25047487
0.08195310	-0.08730160	0.01590531	0.32340378
-0.08954910	-0.05807200	-0.03253315	0.32188311
0.00793651	-0.00862664	0.06133193	0.17237309
-0.16201700	0.59523800	0.01100797	0.64462399
-0.12614300	-0.30705700	0.08401465	0.61051393
0.30040100	-0.48316400	0.66053718	0.32985389
0.24680600	-0.58555900	-0.07832950	-0.32020923
0.83183900	-0.57367100	0.19777644	-0.30261493
0.00000000	-0.09523810	0.34104905	-0.11491629
0.01587300	-0.86624100	-0.31705201	-0.58960646
-0.11130500	-0.47425500	0.05872246	0.12281799
-0.28735600	-0.04761900	-0.04143082	0.12692530
0.79697100	0.00000000	0.46780553	-0.21120849
0.08428150	-0.87287200	-0.04270835	-0.43894991
0.05555560	0.70307100	-0.09770112	-0.52186620
0.01587300	-0.43833400	0.31508535	-0.51562542
0.31878900	0.02380950	0.04544712	-0.05189183
-0.24498500	-0.21428600	0.13994355	0.65437424
0.24213100	0.01294000	-0.01098968	-0.05354945
0.02380950	0.64847100	0.03216916	0.54594034
0.01451800	0.16937700	0.66272390	-0.25000641
-0.05555560	-0.73557900	-0.21658707	-0.30540895
0.39682500	0.57142900	0.08119801	0.68834651
0.15311600	-0.11825900	0.46777675	0.34772429
-0.06901310	0.49206300	0.02234970	0.65385067
-0.34239400	0.62698400	0.72557634	0.02017051
-0.39682500	-0.53455200	-0.24977005	-0.50768924
0.56349200	-0.31455700	0.44885159	-0.62632114
-0.27115000	-0.32720700	0.80667698	-0.07773931
-0.05323270	-0.72166000	0.51348490	-0.10399868
0.12642200	-0.12249300	-0.08869168	-0.17907363
0.09481670	-0.65079400	0.13590045	-0.31877032
0.68329100	-0.15001900	0.12112153	-0.12905669
-0.32265200	-0.01725330	-0.03031605	0.12162832
0.18373900	0.62777500	0.07009388	0.64631295
0.16611300	-0.17460300	-0.18791047	-0.63599306
0.13169000	0.00793651	0.22815835	-0.55701917
0.10008400	-0.55555600	-0.00733132	-0.00575698
0.26742600	0.50813000	0.29122162	0.51715475
0.00793651	-0.70585800	-0.22334552	-0.52194142
0.02587990	-0.64847100	0.24252027	-0.44506845
0.06613760	-0.75396800	-0.15571357	-0.45029497
-0.15079400	0.54200500	-0.01718904	0.57126927
0.05555560	-0.11130500	-0.10625242	0.52552593
-0.03387530	0.23496200	0.24855611	-0.48398522
0.26132400	-0.53571400	0.39969277	-0.49050289
0.41561000	0.00000000	-0.16217569	-0.26047161
0.00000000	-0.54146300	-0.07932457	0.50317907
0.14222500	-0.65814900	0.00303821	-0.15900782
-0.00382790	-0.63879200	-0.02702699	0.12540469
0.00793651	-0.65079400	0.24888852	-0.33556846
0.00000000	-0.85714300	-0.08158291	-0.66507351
0.09481670	0.00000000	-0.04159061	0.28276420
0.11588700	-0.09057970	0.14807445	-0.30700594
0.00793651	-0.60007700	0.04874764	0.40743732
0.77433600	-0.46031700	0.14086118	-0.17194450
0.02380950	0.20422400	0.04011178	0.60694450
0.22967400	0.52675900	0.26892978	0.75349528
0.00793651	0.43070100	0.40502194	-0.30174538
-0.33333300	0.11111100	0.23322870	0.49290094
0.74525700	-0.51780900	-0.03569716	0.16161890
-0.34359300	-0.03871470	0.16727653	-0.06166914
0.12115500	0.65079400	0.35445669	0.46347177
0.73015900	-0.73495600	-0.27406168	-0.66031808
-0.25164500	-0.74799800	-0.13484164	-0.74792057
0.18756700	-0.17460300	0.32129571	0.47243875
0.11061900	-0.72222200	-0.08467578	-0.71866107
0.05323270	0.70105800	-0.00231839	0.65746993
0.00793651	0.00793651	-0.18857171	-0.34067157
0.11904800	-0.53297500	0.09284197	0.71801668
0.00000000	-0.60317500	0.11585627	-0.29485390
0.06349210	0.14518000	-0.04043853	0.10905544
0.22912900	-0.76696600	0.21046290	-0.23011179
-0.00793651	0.53174600	0.02356982	0.55999744
0.00000000	-0.70816100	0.08852207	0.42752087
0.44037900	-0.38888900	-0.10986612	-0.21406087
0.72222200	-0.85176300	0.45926705	-0.30277994
-0.27525500	-0.11111100	0.04546872	0.34816954
-0.20809100	-0.07142860	0.04485326	0.30904692
-0.03968250	-0.88624300	0.18879727	-0.49592480
0.24846600	-0.05555560	0.39814472	-0.37135199
-0.24757700	0.74074100	-0.02715397	0.71164906
0.08467820	0.13550100	-0.06138461	0.18033820
0.28467900	0.31380800	0.70990348	-0.14124767
0.05555560	0.71169800	0.03035875	0.57854491
-0.25879900	-0.76380100	0.22630778	0.25297976
0.14222500	-0.65079400	0.03532822	-0.03031215
-0.10646500	-0.87276100	-0.37248507	-1.07690632
-0.19357300	0.81300800	0.16493244	0.68571150
0.31078800	-0.30781800	0.05639395	-0.07990378
0.12698400	0.05589090	-0.26684454	-0.83334374
0.09186950	0.00483933	-0.05975290	0.27656144
-0.31006000	0.13397600	0.20701462	0.09071677
0.14034100	-0.15939400	0.31057942	-0.61484015
0.15469500	0.54256200	-0.07472217	0.09478435
-0.32539700	0.59523800	-0.08046091	0.40674978
0.55555600	-0.65457000	-0.04541650	-0.74298573
-0.22260900	0.00793651	-0.17644483	-0.61447895
0.08226870	-0.62543100	0.01338246	0.65962076
-0.41269800	-0.66666700	0.83859169	-0.16813132
0.65331000	-0.44403600	0.35433441	-0.23408780
-0.22123900	-0.82268700	-0.19004203	-0.67592835
0.03827900	-0.28943900	0.13234286	-0.45921120
-0.09980040	-0.00431332	-0.01008873	0.05902795
0.13169000	-0.15485900	0.69322258	-0.07413521
0.09481670	-0.08730160	-0.00610526	-0.14115103
-0.02156660	-0.58730200	-0.05442010	0.25480065
0.82187700	0.15873000	0.19230114	-0.20173347
0.18797000	-0.73412700	0.48008066	-0.00189868
-0.06265660	0.32423500	0.02816066	0.71148217
0.06349210	0.85403700	0.12379747	0.59725046
0.78360500	-0.13492100	0.00817187	-0.51097804
0.11588700	-0.14445100	0.37208202	-0.26971316
-0.16856300	-0.03387530	-0.16245396	-0.35829902
-0.01506930	0.83720500	0.13685676	0.61702788
0.18364900	-0.84678200	0.02146541	-0.74701458
0.15276000	-0.41618300	-0.03950854	0.26030713
0.07936510	-0.84678200	0.03338800	0.29354125
0.90476200	-0.12698400	-0.06916172	-0.32937250
0.34920600	-0.47320200	0.02232981	-0.05882002
0.38354300	-0.46324000	0.43074006	-0.02024463
0.05555560	-0.75493600	0.00359626	0.05996389
0.12940000	0.01587300	-0.03086639	0.38668853
0.02380950	-0.06775070	0.74023920	-0.10354158
0.23291900	-0.86855100	0.21120055	-0.15510449
-0.02587990	-0.57282300	-0.18002954	-0.28648248
0.48412700	0.26190500	0.58600986	-0.24795298
0.68254000	0.43650800	0.73599875	-0.00446024
0.00000000	-0.61943500	-0.11968782	-0.48444098
0.80693400	-0.06291130	0.13176027	-0.26231304
0.93883100	-0.74261200	0.04758267	-0.63144445
0.28571400	-0.79365100	0.22462964	0.48931542
-0.37847500	-0.61111100	-0.00249362	0.35413492
0.10535200	-0.11111100	0.02274307	-0.04930253
0.00000000	-0.57255200	-0.06388181	-0.10350569
-0.39451800	-0.32539700	-0.12176038	-0.15328525
0.00483933	0.84920600	0.00695964	0.60545671
0.15873000	-0.72166000	-0.09178229	-0.61257273
-0.00793651	-0.59523800	0.19480887	-0.06002138
0.46992500	-0.46941500	0.15663691	-0.11417706
0.14749300	-0.87301600	0.36452729	-0.13129048
0.17316000	0.43554000	0.00755342	0.60866272
0.37301600	0.00793651	-0.16744304	-0.41087243
0.06901310	-0.14943200	0.00022521	0.01827185
0.77913300	0.55836500	-0.14588954	-0.00699426
0.04629630	-0.43383900	0.09992258	0.62984324
-0.00483933	-0.35714300	0.09420267	-0.64111871
0.02380950	-0.62543100	0.07017437	0.58158231
0.00000000	-0.55555600	-0.00466936	0.23139974
0.00000000	0.00793651	-0.04825426	-0.00095305
0.11904800	-0.73746300	0.12247212	-0.25702870
0.45005800	-0.77429300	0.12461188	0.42197636
-0.39682500	0.45828100	0.13240957	0.71014309
-0.02587990	-0.10008400	-0.04554680	-0.44205737
0.11214600	-0.04214070	0.52228600	0.06853878
0.01451800	-0.39754600	0.03171894	0.07722175
0.00000000	0.53968300	0.06804144	0.65721887
0.07142860	0.38888900	-0.00825136	0.44767213
0.76580300	-0.12452700	0.02409647	0.05995409
-0.19047600	-0.10488800	0.02246563	-0.14320020
0.00793651	0.41269800	0.83969587	-0.01604551
0.24905400	0.06291130	-0.07436460	-0.28583589
-0.03174600	-0.13695700	0.52771676	-0.63963211
0.67721700	-0.16420400	-0.50266290	-1.35263205
0.57104100	-0.03306880	-0.20003843	-0.66859859
0.83333300	-0.72166000	0.20428534	-0.56396830
-0.12566100	-0.14034100	-0.13571706	-0.43873084
-0.30487800	-0.06349210	-0.07820553	-0.30398253
-0.22222200	0.84920600	0.10201820	0.73633695
-0.00483933	0.36361800	0.11163794	0.02319442
-0.05175980	-0.23177400	0.11547855	-0.36220157
0.12582300	-0.71112500	0.35854873	-0.63529396
0.00793651	-0.18876500	0.53923684	-0.20532605
0.06349210	-0.05323270	-0.18951425	-0.08257636
-0.27584200	-0.40166500	0.07740793	-0.14675704
-0.00483933	0.17684600	0.58678442	0.03903935
0.00000000	-0.30971700	-0.14005494	-0.28354737
0.10317500	0.19841300	0.38009936	-0.27256730
0.92063500	0.41134300	0.33630943	0.63423127
0.00000000	-0.56349200	0.23495221	-0.47544378
0.73878400	-0.62157600	-0.11785456	0.13945797
0.00793651	0.07742930	-0.11169273	-0.50121427
0.15969800	-0.04839330	-0.16437870	-0.28285089
-0.26864700	-0.54452300	0.14033452	-0.39531866
0.34075200	-0.03174600	-0.03143987	0.15657581
0.66666700	-0.63160300	0.56014484	-0.59490764
-0.16494500	0.50989500	0.08897794	-0.27850369
0.39198600	-0.05555560	-0.15382001	-0.24677336
0.60080100	-0.82299800	0.09075192	-0.65951008
0.22651800	0.54761900	0.09074216	0.60371059
0.77433600	-0.54684500	0.50746679	-0.51265496
0.49206300	-0.71964500	-0.04738792	0.03142267
0.14222500	-0.72222200	-0.27623940	-0.68944961
0.51587300	0.80332900	0.10420067	0.56148297
0.07969710	-0.76058200	-0.20496564	-0.60167772
0.58642900	0.69047600	0.03598202	0.55963778
0.07742930	0.46825400	-0.00968933	0.62732530
0.03174600	0.00793651	0.20933546	-0.40450576
0.21597100	-0.70816100	-0.06311229	0.02682125
-0.64285700	-0.34766100	0.24316187	-0.29965729
-0.25164500	-0.83398100	-0.25942931	-0.65308791
0.04839330	-0.04355400	0.08012270	0.60156995
0.54867600	0.54761900	0.12101264	0.68811905
-0.02156660	-0.26311200	-0.00796646	-0.33671051
0.10317500	0.82268700	0.13933764	0.57401496
-0.11614400	0.32781200	0.10653002	0.24146363
-0.37399900	-0.64847100	-0.12809777	0.35576555
0.69722600	0.12115500	-0.01774095	-0.08868280
-0.02587990	-0.17909800	0.18894982	-0.56210154
0.11904800	0.22222200	0.64749086	-0.10018910
0.02380950	-0.64847100	-0.03507809	0.72270650
-0.02156660	-0.06775070	0.16468813	-0.40583757
0.61904800	0.35770200	-0.04861732	-0.63427049
0.01587300	-0.63492100	-0.12041955	-0.20731334
0.10317500	-0.74603200	0.29919124	0.54577237
0.19019400	-0.69686400	-0.02646470	0.12553753
0.45828100	-0.77960400	-0.12241933	-0.28970852
0.08195310	0.00382790	0.00531927	0.61955112
0.70654300	-0.23015900	-0.03149480	-0.20073816
0.22260900	0.33391400	-0.03890935	0.48121318
0.07742930	-0.16666700	0.10775924	-0.35844114
0.11614400	-0.51587300	0.02123673	0.56387311
-0.30971700	-0.65318200	0.20787726	-0.27255124
0.15079400	-0.65873000	-0.22632575	-0.62656957
0.40166500	-0.62698400	0.26984033	0.62584448
-0.03174600	-0.61792400	0.68553352	-0.35065168
0.20274500	0.01725330	-0.12555945	-0.09217336
-0.00862664	-0.20634900	-0.18477605	-0.71738166
0.65873000	-0.11904800	-0.16283438	-0.37215060
0.15079400	-0.43255200	0.63608128	-0.15481225
0.12747400	-0.39682500	0.15193564	-0.34468234
0.34127000	-0.50329100	0.21275562	-0.15390787
-0.08858350	-0.00382790	-0.03983629	-0.02666111
0.34867500	-0.66222600	-0.14950062	-0.56050932
0.16856300	-0.00431332	-0.07515893	-0.24982914
0.00765579	0.26340300	0.08756164	0.24375713
0.15969800	-0.13066200	-0.00111524	0.57833862
-0.22222200	-0.06775070	-0.08113232	-0.64031410
0.03871470	0.27100300	-0.04246081	0.22967210
0.82685800	-0.18928100	0.35055923	0.20682691
-0.03456920	0.03174600	0.01274621	-0.01322523
0.10646500	-0.53174600	-0.04483439	0.12691595
-0.11904800	-0.46457600	0.01435415	-0.15790622
0.25403500	0.38714700	0.09744006	0.38097420
0.59772900	-0.11111100	-0.04647196	-0.01825400
0.23015900	-0.91463400	0.56339866	-0.46109405
-0.13550100	0.00793651	0.17961724	0.26964602
0.11214600	-0.31455700	-0.06799104	-0.34765986
-0.07142860	-0.56620200	-0.00087408	-0.84503365
-0.10008400	-0.29036000	0.40877444	-0.09370007
0.19960100	0.13827700	-0.21741441	-0.53938001
-0.10008400	-0.10154700	-0.02197334	-0.04516828
0.10535200	-0.94367000	-0.19772413	0.08356883
0.05555560	-0.81669700	-0.16087668	-0.76164258
-0.00967867	-0.04214070	-0.17916675	-0.46025679
0.20428300	-0.66666700	0.35706037	-0.46476671
0.49762700	0.15311600	0.60189480	0.20623884
-0.07763980	-0.63405800	-0.13029933	-0.48717970
0.04744650	-0.50329100	-0.23936045	-0.67415017
0.82539700	-0.64847100	-0.07030637	-0.31155780
0.23909100	-0.43070100	-0.14760405	-0.25610879
0.71964500	-0.11614400	-0.03505161	0.02839927
0.06349210	0.60491700	0.28041118	0.47032627
-0.22260900	-0.17284600	-0.02512957	-0.17036194
0.59523800	-0.03486750	0.68008393	-0.59889108
0.91463400	-0.71227200	0.63221985	-0.01938416
-0.02380950	0.84541100	0.22335508	0.72636962
-0.00793651	-0.04761900	-0.10260814	-0.14511143
0.15079400	-0.10718100	-0.14257908	-0.84533745
-0.21293100	0.33333300	0.17442061	0.44679534
0.33333300	0.01451800	-0.06277090	-0.15280628
0.21428600	0.59523800	0.02973785	0.59473187
0.11018900	0.50042100	0.04748742	0.49055704
0.69213700	0.41618300	0.20220566	0.68604606
-0.21428600	0.47425500	0.14967336	0.55489719
0.01935730	-0.69202500	0.11741678	-0.28414097
0.27100300	-0.40476200	-0.18382895	0.04394402
-0.29519900	-0.73557900	-0.06610382	0.52311522
0.19047600	0.63492100	0.04139523	0.59694064
-0.44040700	-0.10317500	0.60645807	-0.51647240
0.85172300	-0.14222500	0.58537513	-0.03270247
-0.06038650	0.46615000	0.24309839	0.61814171
0.09323010	-0.22912900	0.45592764	0.31347966
0.06475390	-0.44521900	0.46287644	-0.11289541
0.83444600	-0.43554000	0.01999322	0.58463001
0.07374630	-0.15873000	-0.06211165	-0.05436178
0.16856300	-0.11130500	0.23699901	-0.20940679
-0.40113900	0.42102200	0.89181614	-0.01292338
0.10317500	0.02013490	0.23095456	-0.21646497
0.48412700	-0.39810100	-0.00359165	-0.27468202
0.12747400	0.40476200	0.08491166	0.59547287
0.15919200	-0.75009700	0.30222246	0.30582729
-0.25396800	-0.88888900	-0.03851917	0.53355998
0.79849000	0.58730200	0.24799147	0.56552595
-0.00431332	0.00000000	0.07857946	0.40317488
0.11588700	-0.05607320	0.17971513	-0.26484120
0.83754700	-0.67287800	0.14498618	-0.48617610
-0.04761900	0.22222200	0.76720381	-0.25859332
0.01587300	-0.10162600	0.64597631	0.02376183
0.15873000	-0.78571400	-0.02273590	0.71450573
0.00793651	-0.80157300	0.30708799	-0.30465594
-0.00483933	-0.48814500	0.31815070	-0.43247545
0.88888900	-0.39198600	0.11777622	0.45013165
0.02380950	-0.31246800	0.33777058	-0.14614491
0.11111100	-0.57142900	0.31402823	-0.75035369
-0.11588700	-0.57936500	0.12838890	-0.04891571
0.85656200	-0.04897530	0.11977596	-0.11513513
-0.00793651	-0.69202500	0.51828152	0.20855853
0.12940000	-0.20634900	-0.20981452	-0.41479945
0.15873000	-0.59523800	0.10556434	0.62281704
0.74897500	-0.72590000	-0.18471521	-0.41512123
0.08954910	-0.27391500	0.14385514	-0.53973651
0.01587300	-0.82101800	0.43223321	-0.65916824
0.04839330	-0.87108000	-0.09928744	-0.59515524
0.08730160	-0.74525700	-0.13164189	-0.53394794
-0.41614000	-0.21428600	0.23321077	-0.71212608
-0.32132300	0.55788000	0.02739528	0.63097090
-0.34127000	-0.75009700	0.48489925	0.37426817
-0.10317500	-0.69047600	0.69106489	-0.72548449
0.14034100	-0.16453700	0.56787407	-0.18301268
0.00000000	0.42063500	0.06862025	0.66515142
-0.00793651	-0.25017300	0.09243790	-0.50568569
0.53968300	-0.13492100	-0.16269568	-0.19641286
0.23712700	-0.02380950	0.73113894	-0.65957481
0.25403500	0.74261200	0.14155081	0.65745205
0.15096600	-0.00498107	-0.02218052	-0.23711853
0.23909100	-0.05807200	0.39024836	-0.41058382
-0.05267590	0.74525700	0.01759543	0.64798218
0.29519900	0.67719100	0.09212637	0.62626547
0.64683400	0.30882600	0.09441449	0.42409694
-0.05555560	-0.65873000	0.32103035	-0.43981382
0.03160560	-0.07018090	0.34520379	-0.62453705
-0.00793651	-0.86507900	0.61423111	-0.49790239
0.09489300	-0.38714700	0.02344172	0.64321464
0.70634900	-0.61459500	0.05481872	-0.40325806
0.10317500	-0.01451800	0.97281301	0.01445219
-0.09523810	0.66856400	0.09036012	0.58798289
0.42667500	-0.12098300	0.23720567	-0.20181139
-0.16395800	-0.73326400	0.17526227	-0.41007832
-0.01294000	-0.47619000	0.21828625	-0.45805025
0.00000000	-0.14034100	-0.04510305	-0.24521722
0.24953200	0.17421600	0.44595668	-0.53811878
0.12642200	-0.26984100	0.01555253	-0.77322948
0.11061900	-0.30971700	0.11129768	-0.06936197
0.07901390	-0.56349200	0.17340256	-0.45758301
0.28971800	-0.48461900	0.70541769	-0.21670213
0.93399100	-0.65993800	0.49003738	-0.23304236
-0.43361700	0.47320200	0.13225505	0.62191492
-0.16856300	-0.53610800	-0.05935665	-0.12986663
0.37358000	-0.71639300	0.33180064	-0.37603799
-0.19960100	0.24196700	-0.26357082	-0.70767045
0.65318200	-0.34920600	0.20812504	-0.46037057
-0.06321110	0.34050700	0.33968669	-0.43731108
0.16782000	-0.07417300	-0.00376279	-0.01642516
-0.13492100	0.00000000	-0.06248762	0.18809953
0.00000000	-0.89659300	-0.00379278	0.08087096
0.32377000	-0.67460300	0.19596680	-0.12270550
0.07655790	0.01294000	0.02172362	-0.08088812
0.21456300	-0.05555560	-0.03025337	0.30957288
